# SprintScope Test Export
# Athlete:,Bandar 400mH
# Test ID:,90
# Test Type:,Sprint
# Date:,2026-06-29 11:29:57
# Session Type:,Training
# Venue:,Outdoor
# Weather:,Dry
# Wind:,No Wind
# Surface:,Track
# Footwear:,Spikes
# Zero Offset:,1004.570
# Orth. Offset:,0.000
# Filter:,Butterworth
# Filter Params:,Order: 2, Cutoff: 1.21 Hz
# Distance:,60 m
# Splits Every:,10 m
# Start Position:,Running start
#
Time [s],Distance [m],,Distance_Filtered [m],Velocity [m/s],Acceleration [m/s^2],,Split Distance [m],Delta Time [s],Cumulative Time [s],Split Velocity [m/s]
4.1150,4.1200,,-2.0770,-0.0835,-0.0286,,,,,
4.1200,4.1200,,-2.0775,-0.0836,-0.0191,,,,,
4.1250,4.1200,,-2.0779,-0.0837,-0.0095,,,,,
4.1300,4.1200,,-2.0783,-0.0837,0.0000,,,,,
4.1350,4.1200,,-2.0787,-0.0836,0.0191,,,,,
4.1400,4.1200,,-2.0791,-0.0834,0.0286,,,,,
4.1450,4.1200,,-2.0795,-0.0832,0.0477,,,,,
4.1500,4.1200,,-2.0800,-0.0829,0.0668,,,,,
4.1550,4.1200,,-2.0804,-0.0825,0.0763,,,,,
4.1600,4.1100,,-2.0808,-0.0820,0.0954,,,,,
4.1650,4.1100,,-2.0812,-0.0814,0.1144,,,,,
4.1700,4.1100,,-2.0816,-0.0808,0.1335,,,,,
4.1750,4.1100,,-2.0820,-0.0800,0.1526,,,,,
4.1800,4.1100,,-2.0824,-0.0792,0.1717,,,,,
4.1850,4.1100,,-2.0828,-0.0782,0.1907,,,,,
4.1900,4.1100,,-2.0832,-0.0772,0.2003,,,,,
4.1950,4.1100,,-2.0835,-0.0761,0.2193,,,,,
4.2000,4.1100,,-2.0839,-0.0749,0.2384,,,,,
4.2050,4.1100,,-2.0843,-0.0737,0.2480,,,,,
4.2100,4.1100,,-2.0847,-0.0723,0.2670,,,,,
4.2150,4.1100,,-2.0850,-0.0709,0.2861,,,,,
4.2200,4.1000,,-2.0854,-0.0694,0.2956,,,,,
4.2250,4.1000,,-2.0857,-0.0679,0.3147,,,,,
4.2300,4.1000,,-2.0860,-0.0662,0.3242,,,,,
4.2350,4.1000,,-2.0863,-0.0646,0.3338,,,,,
4.2400,4.1000,,-2.0867,-0.0628,0.3529,,,,,
4.2450,4.1000,,-2.0870,-0.0610,0.3529,,,,,
4.2500,4.1000,,-2.0873,-0.0592,0.3624,,,,,
4.2550,4.1000,,-2.0875,-0.0574,0.3719,,,,,
4.2600,4.1000,,-2.0878,-0.0555,0.3719,,,,,
4.2650,4.1000,,-2.0881,-0.0536,0.3719,,,,,
4.2700,4.1000,,-2.0884,-0.0517,0.3815,,,,,
4.2750,4.1000,,-2.0886,-0.0498,0.3815,,,,,
4.2800,4.1000,,-2.0888,-0.0479,0.3815,,,,,
4.2850,4.1000,,-2.0891,-0.0461,0.3719,,,,,
4.2900,4.1000,,-2.0893,-0.0442,0.3719,,,,,
4.2950,4.1000,,-2.0895,-0.0424,0.3624,,,,,
4.3000,4.1000,,-2.0897,-0.0406,0.3624,,,,,
4.3050,4.1000,,-2.0899,-0.0388,0.3529,,,,,
4.3100,4.1000,,-2.0901,-0.0371,0.3433,,,,,
4.3150,4.1000,,-2.0903,-0.0354,0.3338,,,,,
4.3200,4.1000,,-2.0904,-0.0338,0.3242,,,,,
4.3250,4.1000,,-2.0906,-0.0322,0.3147,,,,,
4.3300,4.1000,,-2.0907,-0.0307,0.3052,,,,,
4.3350,4.1000,,-2.0909,-0.0292,0.2956,,,,,
4.3400,4.1000,,-2.0910,-0.0278,0.2861,,,,,
4.3450,4.1000,,-2.0912,-0.0265,0.2670,,,,,
4.3500,4.1000,,-2.0913,-0.0252,0.2575,,,,,
4.3550,4.1000,,-2.0914,-0.0240,0.2384,,,,,
4.3600,4.1000,,-2.0915,-0.0229,0.2193,,,,,
4.3650,4.1000,,-2.0916,-0.0218,0.2098,,,,,
4.3700,4.1000,,-2.0917,-0.0209,0.1907,,,,,
4.3750,4.1000,,-2.0918,-0.0200,0.1717,,,,,
4.3800,4.1100,,-2.0919,-0.0193,0.1526,,,,,
4.3850,4.1100,,-2.0920,-0.0185,0.1431,,,,,
4.3900,4.1100,,-2.0921,-0.0179,0.1240,,,,,
4.3950,4.1100,,-2.0922,-0.0174,0.1049,,,,,
4.4000,4.1100,,-2.0923,-0.0169,0.0954,,,,,
4.4050,4.1100,,-2.0924,-0.0165,0.0858,,,,,
4.4100,4.1100,,-2.0925,-0.0162,0.0668,,,,,
4.4150,4.1100,,-2.0925,-0.0159,0.0572,,,,,
4.4200,4.1100,,-2.0926,-0.0156,0.0572,,,,,
4.4250,4.1100,,-2.0927,-0.0154,0.0477,,,,,
4.4300,4.1100,,-2.0928,-0.0151,0.0477,,,,,
4.4350,4.1100,,-2.0928,-0.0149,0.0381,,,,,
4.4400,4.1100,,-2.0929,-0.0147,0.0381,,,,,
4.4450,4.1100,,-2.0930,-0.0145,0.0381,,,,,
4.4500,4.1100,,-2.0931,-0.0143,0.0477,,,,,
4.4550,4.1100,,-2.0931,-0.0141,0.0477,,,,,
4.4600,4.1100,,-2.0932,-0.0138,0.0572,,,,,
4.4650,4.1000,,-2.0933,-0.0135,0.0572,,,,,
4.4700,4.1000,,-2.0933,-0.0132,0.0668,,,,,
4.4750,4.1000,,-2.0934,-0.0128,0.0763,,,,,
4.4800,4.1000,,-2.0935,-0.0124,0.0858,,,,,
4.4850,4.1000,,-2.0935,-0.0119,0.0954,,,,,
4.4900,4.1000,,-2.0936,-0.0113,0.1049,,,,,
4.4950,4.1000,,-2.0936,-0.0108,0.1144,,,,,
4.5000,4.1000,,-2.0937,-0.0102,0.1240,,,,,
4.5050,4.1000,,-2.0937,-0.0095,0.1335,,,,,
4.5100,4.1000,,-2.0938,-0.0088,0.1335,,,,,
4.5150,4.1000,,-2.0938,-0.0081,0.1431,,,,,
4.5200,4.1000,,-2.0938,-0.0073,0.1526,,,,,
4.5250,4.1000,,-2.0939,-0.0065,0.1621,,,,,
4.5300,4.1000,,-2.0939,-0.0057,0.1717,,,,,
4.5350,4.1000,,-2.0939,-0.0048,0.1717,,,,,
4.5400,4.1000,,-2.0939,-0.0039,0.1812,,,,,
4.5450,4.1000,,-2.0940,-0.0030,0.1907,,,,,
4.5500,4.1000,,-2.0940,-0.0020,0.1907,,,,,
4.5550,4.1000,,-2.0940,-0.0010,0.2003,,,,,
4.5600,4.1000,,-2.0940,0.0000,0.2098,,,,,
4.5650,4.1000,,-2.0940,0.0011,0.2098,,,,,
4.5700,4.1000,,-2.0940,0.0022,0.2193,,,,,
4.5750,4.1000,,-2.0939,0.0033,0.2289,,,,,
4.5800,4.1000,,-2.0939,0.0045,0.2289,,,,,
4.5850,4.1000,,-2.0939,0.0057,0.2384,,,,,
4.5900,4.1000,,-2.0939,0.0069,0.2480,,,,,
4.5950,4.1000,,-2.0938,0.0082,0.2480,,,,,
4.6000,4.1000,,-2.0938,0.0094,0.2575,,,,,
4.6050,4.1000,,-2.0937,0.0107,0.2575,,,,,
4.6100,4.1000,,-2.0937,0.0121,0.2670,,,,,
4.6150,4.1000,,-2.0936,0.0134,0.2766,,,,,
4.6200,4.1000,,-2.0935,0.0148,0.2766,,,,,
4.6250,4.1000,,-2.0934,0.0163,0.2861,,,,,
4.6300,4.1000,,-2.0933,0.0177,0.2861,,,,,
4.6350,4.1000,,-2.0933,0.0192,0.2956,,,,,
4.6400,4.1000,,-2.0931,0.0206,0.2956,,,,,
4.6450,4.1000,,-2.0930,0.0221,0.2956,,,,,
4.6500,4.1000,,-2.0929,0.0237,0.3052,,,,,
4.6550,4.1000,,-2.0928,0.0252,0.3052,,,,,
4.6600,4.1000,,-2.0927,0.0267,0.3052,,,,,
4.6650,4.1000,,-2.0925,0.0283,0.3147,,,,,
4.6700,4.1000,,-2.0924,0.0299,0.3147,,,,,
4.6750,4.1000,,-2.0922,0.0314,0.3147,,,,,
4.6800,4.1000,,-2.0920,0.0330,0.3147,,,,,
4.6850,4.1000,,-2.0919,0.0346,0.3147,,,,,
4.6900,4.1000,,-2.0917,0.0362,0.3242,,,,,
4.6950,4.1000,,-2.0915,0.0378,0.3147,,,,,
4.7000,4.1000,,-2.0913,0.0393,0.3147,,,,,
4.7050,4.1000,,-2.0911,0.0409,0.3147,,,,,
4.7100,4.1000,,-2.0909,0.0425,0.3147,,,,,
4.7150,4.1000,,-2.0907,0.0441,0.3147,,,,,
4.7200,4.1000,,-2.0904,0.0456,0.3052,,,,,
4.7250,4.1000,,-2.0902,0.0471,0.3052,,,,,
4.7300,4.1000,,-2.0900,0.0486,0.3052,,,,,
4.7350,4.1000,,-2.0897,0.0501,0.2956,,,,,
4.7400,4.1000,,-2.0895,0.0515,0.2861,,,,,
4.7450,4.1000,,-2.0892,0.0530,0.2861,,,,,
4.7500,4.1000,,-2.0889,0.0544,0.2766,,,,,
4.7550,4.1000,,-2.0886,0.0557,0.2670,,,,,
4.7600,4.1000,,-2.0884,0.0570,0.2575,,,,,
4.7650,4.1100,,-2.0881,0.0582,0.2384,,,,,
4.7700,4.1100,,-2.0878,0.0593,0.2289,,,,,
4.7750,4.1100,,-2.0875,0.0604,0.2193,,,,,
4.7800,4.1100,,-2.0872,0.0615,0.2098,,,,,
4.7850,4.1100,,-2.0868,0.0624,0.1907,,,,,
4.7900,4.1100,,-2.0865,0.0633,0.1812,,,,,
4.7950,4.1100,,-2.0862,0.0642,0.1717,,,,,
4.8000,4.1100,,-2.0859,0.0650,0.1621,,,,,
4.8050,4.1100,,-2.0856,0.0658,0.1526,,,,,
4.8100,4.1100,,-2.0852,0.0665,0.1431,,,,,
4.8150,4.1100,,-2.0849,0.0671,0.1335,,,,,
4.8200,4.1100,,-2.0845,0.0678,0.1240,,,,,
4.8250,4.1100,,-2.0842,0.0683,0.1144,,,,,
4.8300,4.1100,,-2.0839,0.0689,0.1049,,,,,
4.8350,4.1100,,-2.0835,0.0693,0.0954,,,,,
4.8400,4.1100,,-2.0832,0.0698,0.0858,,,,,
4.8450,4.1100,,-2.0828,0.0702,0.0858,,,,,
4.8500,4.1100,,-2.0825,0.0706,0.0763,,,,,
4.8550,4.1100,,-2.0821,0.0709,0.0668,,,,,
4.8600,4.1100,,-2.0818,0.0712,0.0572,,,,,
4.8650,4.1100,,-2.0814,0.0714,0.0381,,,,,
4.8700,4.1100,,-2.0810,0.0715,0.0286,,,,,
4.8750,4.1100,,-2.0807,0.0716,0.0191,,,,,
4.8800,4.1100,,-2.0803,0.0717,0.0095,,,,,
4.8850,4.1100,,-2.0800,0.0716,-0.0095,,,,,
4.8900,4.1200,,-2.0796,0.0715,-0.0191,,,,,
4.8950,4.1100,,-2.0792,0.0713,-0.0381,,,,,
4.9000,4.1200,,-2.0789,0.0711,-0.0477,,,,,
4.9050,4.1200,,-2.0785,0.0708,-0.0668,,,,,
4.9100,4.1200,,-2.0782,0.0704,-0.0763,,,,,
4.9150,4.1200,,-2.0778,0.0699,-0.0954,,,,,
4.9200,4.1200,,-2.0775,0.0694,-0.1049,,,,,
4.9250,4.1200,,-2.0771,0.0688,-0.1144,,,,,
4.9300,4.1200,,-2.0768,0.0682,-0.1240,,,,,
4.9350,4.1200,,-2.0765,0.0675,-0.1335,,,,,
4.9400,4.1200,,-2.0761,0.0668,-0.1526,,,,,
4.9450,4.1200,,-2.0758,0.0659,-0.1621,,,,,
4.9500,4.1200,,-2.0755,0.0651,-0.1717,,,,,
4.9550,4.1200,,-2.0752,0.0642,-0.1812,,,,,
4.9600,4.1200,,-2.0748,0.0632,-0.1907,,,,,
4.9650,4.1200,,-2.0745,0.0622,-0.2003,,,,,
4.9700,4.1200,,-2.0742,0.0612,-0.2098,,,,,
4.9750,4.1200,,-2.0739,0.0601,-0.2193,,,,,
4.9800,4.1200,,-2.0736,0.0589,-0.2289,,,,,
4.9850,4.1200,,-2.0733,0.0578,-0.2289,,,,,
4.9900,4.1200,,-2.0731,0.0566,-0.2384,,,,,
4.9950,4.1200,,-2.0728,0.0554,-0.2480,,,,,
5.0000,4.1200,,-2.0725,0.0541,-0.2575,,,,,
5.0050,4.1200,,-2.0722,0.0527,-0.2670,,,,,
5.0100,4.1200,,-2.0720,0.0514,-0.2766,,,,,
5.0150,4.1300,,-2.0717,0.0499,-0.2956,,,,,
5.0200,4.1300,,-2.0715,0.0484,-0.3052,,,,,
5.0250,4.1300,,-2.0713,0.0468,-0.3147,,,,,
5.0300,4.1300,,-2.0710,0.0452,-0.3242,,,,,
5.0350,4.1300,,-2.0708,0.0435,-0.3338,,,,,
5.0400,4.1300,,-2.0706,0.0418,-0.3338,,,,,
5.0450,4.1300,,-2.0704,0.0401,-0.3433,,,,,
5.0500,4.1300,,-2.0702,0.0384,-0.3433,,,,,
5.0550,4.1300,,-2.0700,0.0367,-0.3433,,,,,
5.0600,4.1300,,-2.0699,0.0350,-0.3433,,,,,
5.0650,4.1300,,-2.0697,0.0332,-0.3433,,,,,
5.0700,4.1300,,-2.0695,0.0315,-0.3433,,,,,
5.0750,4.1300,,-2.0694,0.0298,-0.3433,,,,,
5.0800,4.1300,,-2.0692,0.0281,-0.3433,,,,,
5.0850,4.1300,,-2.0691,0.0264,-0.3338,,,,,
5.0900,4.1300,,-2.0690,0.0247,-0.3338,,,,,
5.0950,4.1400,,-2.0689,0.0231,-0.3242,,,,,
5.1000,4.1400,,-2.0688,0.0216,-0.3147,,,,,
5.1050,4.1400,,-2.0687,0.0200,-0.3052,,,,,
5.1100,4.1400,,-2.0686,0.0185,-0.2956,,,,,
5.1150,4.1400,,-2.0685,0.0172,-0.2766,,,,,
5.1200,4.1400,,-2.0684,0.0159,-0.2575,,,,,
5.1250,4.1400,,-2.0683,0.0147,-0.2384,,,,,
5.1300,4.1300,,-2.0683,0.0136,-0.2098,,,,,
5.1350,4.1300,,-2.0682,0.0127,-0.1907,,,,,
5.1400,4.1300,,-2.0681,0.0119,-0.1621,,,,,
5.1450,4.1300,,-2.0681,0.0112,-0.1335,,,,,
5.1500,4.1300,,-2.0680,0.0107,-0.1049,,,,,
5.1550,4.1300,,-2.0680,0.0103,-0.0763,,,,,
5.1600,4.1300,,-2.0679,0.0101,-0.0477,,,,,
5.1650,4.1200,,-2.0679,0.0100,-0.0095,,,,,
5.1700,4.1200,,-2.0678,0.0101,0.0191,,,,,
5.1750,4.1200,,-2.0678,0.0103,0.0477,,,,,
5.1800,4.1200,,-2.0677,0.0107,0.0763,,,,,
5.1850,4.1200,,-2.0677,0.0113,0.1049,,,,,
5.1900,4.1200,,-2.0676,0.0119,0.1335,,,,,
5.1950,4.1200,,-2.0676,0.0127,0.1621,,,,,
5.2000,4.1200,,-2.0675,0.0136,0.1812,,,,,
5.2050,4.1200,,-2.0674,0.0146,0.2003,,,,,
5.2100,4.1200,,-2.0673,0.0158,0.2289,,,,,
5.2150,4.1200,,-2.0672,0.0170,0.2480,,,,,
5.2200,4.1200,,-2.0672,0.0184,0.2670,,,,,
5.2250,4.1200,,-2.0671,0.0197,0.2766,,,,,
5.2300,4.1200,,-2.0669,0.0212,0.2956,,,,,
5.2350,4.1200,,-2.0668,0.0227,0.3052,,,,,
5.2400,4.1200,,-2.0667,0.0244,0.3242,,,,,
5.2450,4.1200,,-2.0666,0.0260,0.3338,,,,,
5.2500,4.1200,,-2.0664,0.0278,0.3433,,,,,
5.2550,4.1200,,-2.0663,0.0295,0.3529,,,,,
5.2600,4.1200,,-2.0661,0.0313,0.3529,,,,,
5.2650,4.1200,,-2.0660,0.0331,0.3624,,,,,
5.2700,4.1200,,-2.0658,0.0349,0.3624,,,,,
5.2750,4.1200,,-2.0656,0.0367,0.3624,,,,,
5.2800,4.1200,,-2.0654,0.0385,0.3624,,,,,
5.2850,4.1200,,-2.0652,0.0403,0.3624,,,,,
5.2900,4.1200,,-2.0650,0.0421,0.3529,,,,,
5.2950,4.1200,,-2.0648,0.0438,0.3433,,,,,
5.3000,4.1200,,-2.0646,0.0455,0.3433,,,,,
5.3050,4.1300,,-2.0643,0.0472,0.3338,,,,,
5.3100,4.1300,,-2.0641,0.0488,0.3147,,,,,
5.3150,4.1300,,-2.0638,0.0503,0.3052,,,,,
5.3200,4.1300,,-2.0636,0.0518,0.2956,,,,,
5.3250,4.1300,,-2.0633,0.0532,0.2766,,,,,
5.3300,4.1300,,-2.0630,0.0545,0.2670,,,,,
5.3350,4.1300,,-2.0628,0.0558,0.2575,,,,,
5.3400,4.1300,,-2.0625,0.0570,0.2384,,,,,
5.3450,4.1300,,-2.0622,0.0581,0.2289,,,,,
5.3500,4.1300,,-2.0619,0.0592,0.2098,,,,,
5.3550,4.1300,,-2.0616,0.0602,0.2003,,,,,
5.3600,4.1300,,-2.0613,0.0611,0.1812,,,,,
5.3650,4.1300,,-2.0610,0.0619,0.1717,,,,,
5.3700,4.1300,,-2.0607,0.0627,0.1526,,,,,
5.3750,4.1300,,-2.0603,0.0634,0.1335,,,,,
5.3800,4.1300,,-2.0600,0.0639,0.1144,,,,,
5.3850,4.1400,,-2.0597,0.0644,0.0954,,,,,
5.3900,4.1400,,-2.0594,0.0648,0.0763,,,,,
5.3950,4.1400,,-2.0590,0.0651,0.0572,,,,,
5.4000,4.1400,,-2.0587,0.0653,0.0381,,,,,
5.4050,4.1400,,-2.0584,0.0654,0.0286,,,,,
5.4100,4.1400,,-2.0581,0.0655,0.0095,,,,,
5.4150,4.1400,,-2.0577,0.0655,0.0000,,,,,
5.4200,4.1400,,-2.0574,0.0654,-0.0191,,,,,
5.4250,4.1400,,-2.0571,0.0652,-0.0286,,,,,
5.4300,4.1400,,-2.0568,0.0650,-0.0477,,,,,
5.4350,4.1400,,-2.0564,0.0647,-0.0572,,,,,
5.4400,4.1400,,-2.0561,0.0644,-0.0668,,,,,
5.4450,4.1500,,-2.0558,0.0640,-0.0763,,,,,
5.4500,4.1500,,-2.0555,0.0635,-0.0954,,,,,
5.4550,4.1500,,-2.0552,0.0630,-0.0954,,,,,
5.4600,4.1500,,-2.0549,0.0625,-0.1049,,,,,
5.4650,4.1500,,-2.0545,0.0619,-0.1144,,,,,
5.4700,4.1500,,-2.0542,0.0614,-0.1144,,,,,
5.4750,4.1500,,-2.0539,0.0608,-0.1144,,,,,
5.4800,4.1500,,-2.0536,0.0602,-0.1144,,,,,
5.4850,4.1500,,-2.0533,0.0597,-0.1049,,,,,
5.4900,4.1500,,-2.0530,0.0592,-0.1049,,,,,
5.4950,4.1400,,-2.0527,0.0587,-0.0954,,,,,
5.5000,4.1400,,-2.0525,0.0583,-0.0858,,,,,
5.5050,4.1400,,-2.0522,0.0578,-0.0858,,,,,
5.5100,4.1400,,-2.0519,0.0575,-0.0763,,,,,
5.5150,4.1400,,-2.0516,0.0571,-0.0668,,,,,
5.5200,4.1400,,-2.0513,0.0568,-0.0572,,,,,
5.5250,4.1400,,-2.0510,0.0566,-0.0572,,,,,
5.5300,4.1400,,-2.0507,0.0563,-0.0477,,,,,
5.5350,4.1400,,-2.0505,0.0561,-0.0381,,,,,
5.5400,4.1400,,-2.0502,0.0559,-0.0381,,,,,
5.5450,4.1400,,-2.0499,0.0557,-0.0381,,,,,
5.5500,4.1400,,-2.0496,0.0556,-0.0286,,,,,
5.5550,4.1400,,-2.0493,0.0555,-0.0286,,,,,
5.5600,4.1400,,-2.0491,0.0553,-0.0286,,,,,
5.5650,4.1400,,-2.0488,0.0552,-0.0286,,,,,
5.5700,4.1400,,-2.0485,0.0550,-0.0286,,,,,
5.5750,4.1400,,-2.0482,0.0548,-0.0381,,,,,
5.5800,4.1400,,-2.0480,0.0546,-0.0381,,,,,
5.5850,4.1400,,-2.0477,0.0545,-0.0381,,,,,
5.5900,4.1400,,-2.0474,0.0542,-0.0477,,,,,
5.5950,4.1400,,-2.0472,0.0539,-0.0572,,,,,
5.6000,4.1400,,-2.0469,0.0536,-0.0668,,,,,
5.6050,4.1400,,-2.0466,0.0532,-0.0763,,,,,
5.6100,4.1400,,-2.0464,0.0528,-0.0858,,,,,
5.6150,4.1500,,-2.0461,0.0523,-0.1049,,,,,
5.6200,4.1500,,-2.0458,0.0517,-0.1144,,,,,
5.6250,4.1500,,-2.0456,0.0510,-0.1335,,,,,
5.6300,4.1500,,-2.0453,0.0503,-0.1431,,,,,
5.6350,4.1500,,-2.0451,0.0495,-0.1621,,,,,
5.6400,4.1500,,-2.0448,0.0486,-0.1717,,,,,
5.6450,4.1500,,-2.0446,0.0477,-0.1907,,,,,
5.6500,4.1600,,-2.0444,0.0467,-0.2003,,,,,
5.6550,4.1600,,-2.0441,0.0456,-0.2193,,,,,
5.6600,4.1600,,-2.0439,0.0444,-0.2289,,,,,
5.6650,4.1600,,-2.0437,0.0432,-0.2384,,,,,
5.6700,4.1600,,-2.0435,0.0420,-0.2480,,,,,
5.6750,4.1600,,-2.0433,0.0407,-0.2575,,,,,
5.6800,4.1600,,-2.0431,0.0394,-0.2575,,,,,
5.6850,4.1600,,-2.0429,0.0381,-0.2575,,,,,
5.6900,4.1600,,-2.0427,0.0368,-0.2670,,,,,
5.6950,4.1600,,-2.0425,0.0355,-0.2575,,,,,
5.7000,4.1600,,-2.0424,0.0342,-0.2575,,,,,
5.7050,4.1600,,-2.0422,0.0329,-0.2575,,,,,
5.7100,4.1600,,-2.0420,0.0317,-0.2480,,,,,
5.7150,4.1600,,-2.0419,0.0305,-0.2384,,,,,
5.7200,4.1600,,-2.0417,0.0293,-0.2384,,,,,
5.7250,4.1600,,-2.0416,0.0282,-0.2289,,,,,
5.7300,4.1600,,-2.0415,0.0271,-0.2098,,,,,
5.7350,4.1600,,-2.0413,0.0261,-0.2003,,,,,
5.7400,4.1600,,-2.0412,0.0252,-0.1907,,,,,
5.7450,4.1600,,-2.0411,0.0243,-0.1717,,,,,
5.7500,4.1600,,-2.0410,0.0236,-0.1526,,,,,
5.7550,4.1600,,-2.0409,0.0229,-0.1335,,,,,
5.7600,4.1500,,-2.0407,0.0223,-0.1144,,,,,
5.7650,4.1500,,-2.0406,0.0218,-0.0954,,,,,
5.7700,4.1500,,-2.0405,0.0215,-0.0763,,,,,
5.7750,4.1500,,-2.0404,0.0212,-0.0572,,,,,
5.7800,4.1500,,-2.0403,0.0210,-0.0381,,,,,
5.7850,4.1500,,-2.0402,0.0209,-0.0191,,,,,
5.7900,4.1500,,-2.0401,0.0209,0.0000,,,,,
5.7950,4.1500,,-2.0400,0.0210,0.0191,,,,,
5.8000,4.1500,,-2.0399,0.0211,0.0286,,,,,
5.8050,4.1500,,-2.0398,0.0214,0.0477,,,,,
5.8100,4.1500,,-2.0397,0.0216,0.0572,,,,,
5.8150,4.1500,,-2.0396,0.0220,0.0668,,,,,
5.8200,4.1500,,-2.0395,0.0224,0.0858,,,,,
5.8250,4.1500,,-2.0394,0.0229,0.0954,,,,,
5.8300,4.1500,,-2.0392,0.0234,0.1049,,,,,
5.8350,4.1500,,-2.0391,0.0240,0.1144,,,,,
5.8400,4.1500,,-2.0390,0.0246,0.1144,,,,,
5.8450,4.1500,,-2.0389,0.0252,0.1240,,,,,
5.8500,4.1500,,-2.0387,0.0258,0.1335,,,,,
5.8550,4.1500,,-2.0386,0.0265,0.1335,,,,,
5.8600,4.1500,,-2.0385,0.0272,0.1335,,,,,
5.8650,4.1500,,-2.0383,0.0278,0.1335,,,,,
5.8700,4.1500,,-2.0382,0.0286,0.1431,,,,,
5.8750,4.1500,,-2.0380,0.0292,0.1335,,,,,
5.8800,4.1500,,-2.0379,0.0299,0.1335,,,,,
5.8850,4.1500,,-2.0377,0.0306,0.1335,,,,,
5.8900,4.1500,,-2.0376,0.0312,0.1240,,,,,
5.8950,4.1500,,-2.0374,0.0318,0.1240,,,,,
5.9000,4.1500,,-2.0373,0.0324,0.1144,,,,,
5.9050,4.1500,,-2.0371,0.0329,0.1049,,,,,
5.9100,4.1500,,-2.0369,0.0334,0.0954,,,,,
5.9150,4.1600,,-2.0368,0.0338,0.0858,,,,,
5.9200,4.1600,,-2.0366,0.0341,0.0668,,,,,
5.9250,4.1600,,-2.0364,0.0344,0.0572,,,,,
5.9300,4.1600,,-2.0362,0.0347,0.0477,,,,,
5.9350,4.1600,,-2.0361,0.0349,0.0381,,,,,
5.9400,4.1600,,-2.0359,0.0350,0.0191,,,,,
5.9450,4.1600,,-2.0357,0.0350,0.0095,,,,,
5.9500,4.1600,,-2.0355,0.0350,0.0000,,,,,
5.9550,4.1600,,-2.0354,0.0350,-0.0095,,,,,
5.9600,4.1600,,-2.0352,0.0349,-0.0191,,,,,
5.9650,4.1600,,-2.0350,0.0347,-0.0286,,,,,
5.9700,4.1600,,-2.0348,0.0345,-0.0381,,,,,
5.9750,4.1700,,-2.0347,0.0343,-0.0477,,,,,
5.9800,4.1700,,-2.0345,0.0340,-0.0572,,,,,
5.9850,4.1700,,-2.0343,0.0337,-0.0668,,,,,
5.9900,4.1700,,-2.0342,0.0333,-0.0763,,,,,
5.9950,4.1700,,-2.0340,0.0329,-0.0763,,,,,
6.0000,4.1700,,-2.0338,0.0325,-0.0763,,,,,
6.0050,4.1700,,-2.0337,0.0321,-0.0763,,,,,
6.0100,4.1700,,-2.0335,0.0318,-0.0763,,,,,
6.0150,4.1700,,-2.0334,0.0314,-0.0763,,,,,
6.0200,4.1700,,-2.0332,0.0310,-0.0668,,,,,
6.0250,4.1700,,-2.0331,0.0308,-0.0572,,,,,
6.0300,4.1700,,-2.0329,0.0305,-0.0572,,,,,
6.0350,4.1700,,-2.0328,0.0303,-0.0381,,,,,
6.0400,4.1700,,-2.0326,0.0301,-0.0286,,,,,
6.0450,4.1600,,-2.0325,0.0300,-0.0191,,,,,
6.0500,4.1600,,-2.0323,0.0300,0.0000,,,,,
6.0550,4.1600,,-2.0322,0.0301,0.0191,,,,,
6.0600,4.1600,,-2.0320,0.0303,0.0286,,,,,
6.0650,4.1600,,-2.0319,0.0305,0.0477,,,,,
6.0700,4.1600,,-2.0317,0.0308,0.0572,,,,,
6.0750,4.1600,,-2.0315,0.0312,0.0763,,,,,
6.0800,4.1600,,-2.0314,0.0316,0.0858,,,,,
6.0850,4.1600,,-2.0312,0.0321,0.0954,,,,,
6.0900,4.1600,,-2.0311,0.0326,0.1049,,,,,
6.0950,4.1600,,-2.0309,0.0332,0.1240,,,,,
6.1000,4.1600,,-2.0307,0.0339,0.1335,,,,,
6.1050,4.1600,,-2.0306,0.0346,0.1431,,,,,
6.1100,4.1600,,-2.0304,0.0354,0.1526,,,,,
6.1150,4.1600,,-2.0302,0.0361,0.1526,,,,,
6.1200,4.1600,,-2.0300,0.0370,0.1621,,,,,
6.1250,4.1600,,-2.0298,0.0378,0.1717,,,,,
6.1300,4.1600,,-2.0296,0.0387,0.1717,,,,,
6.1350,4.1600,,-2.0294,0.0396,0.1812,,,,,
6.1400,4.1600,,-2.0292,0.0405,0.1812,,,,,
6.1450,4.1600,,-2.0290,0.0414,0.1812,,,,,
6.1500,4.1600,,-2.0288,0.0423,0.1907,,,,,
6.1550,4.1600,,-2.0286,0.0433,0.1907,,,,,
6.1600,4.1600,,-2.0284,0.0443,0.1907,,,,,
6.1650,4.1600,,-2.0281,0.0452,0.1812,,,,,
6.1700,4.1600,,-2.0279,0.0461,0.1812,,,,,
6.1750,4.1600,,-2.0277,0.0470,0.1812,,,,,
6.1800,4.1600,,-2.0274,0.0478,0.1717,,,,,
6.1850,4.1700,,-2.0272,0.0486,0.1621,,,,,
6.1900,4.1700,,-2.0269,0.0494,0.1526,,,,,
6.1950,4.1700,,-2.0267,0.0501,0.1431,,,,,
6.2000,4.1700,,-2.0264,0.0508,0.1431,,,,,
6.2050,4.1700,,-2.0262,0.0515,0.1335,,,,,
6.2100,4.1700,,-2.0259,0.0521,0.1240,,,,,
